metadata_deputy_id,personal_apellidos,personal_nombre,personal_circunscripcion,personal_fecha_eleccion,metadata_tipo_declaracion,seccion,item_index,actividad_periodo,actividad_empleador,actividad_sector,actividad_descripcion,donacion_benefactor,donacion_descripcion,fundacion_destinatario,fundacion_descripcion,otros_texto,firma_fecha,metadata_archivo_origen
000340,Llamazares Domingo,Esther,Asturias,16 de agosto de 2023,,actividades,0.0,,Ayuntamiento de Avilés,Cargos públicos,"Concejal - Portavoz del Partido Popular en el Ayuntamiento de Avilés (Asturias), sin dedicación exclusiva desde el 16 de agosto de 2023, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000340_interests_registro_intereses_diputado_340.pdf
000340,Llamazares Domingo,Esther,Asturias,16 de agosto de 2023,,actividades,1.0,,E.R.A. (Establecimientos Residenciales para Ancianos),Cargos públicos,Miembro del Consejo de Administración del Organismo Autónomo E.R.A. (Establecimientos Residenciales para Ancianos).,,,,,,,deputy_000340_interests_registro_intereses_diputado_340.pdf
000340,Llamazares Domingo,Esther,Asturias,16 de agosto de 2023,,actividades,2.0,,Partido Popular de Avilés,Cargos en partidos ó grupos parlamentarios,"Secretaria General del Partido Popular de Avilés (Asturias), sin retribución.",,,,,,,deputy_000340_interests_registro_intereses_diputado_340.pdf
000341,Carballedo Berlanga,María Eugenia,Madrid,16 de agosto de 2023,,,,,,,,,,,,,,deputy_000341_interests_registro_intereses_diputado_341.pdf
000342,Díaz Pérez,Yolanda,Madrid,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 16 de agosto de 2023. 2. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. 3. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000342_interests_registro_intereses_diputado_342.pdf
000344,Rodríguez de Millán Parro,María José,Madrid,16 de agosto de 2023,,,,,,,,,,,,,,deputy_000344_interests_registro_intereses_diputado_344.pdf
000345,Hernández Quero,Carlos,Málaga,16 de agosto de 2023,,actividades,0.0,,Fundación Dechano,,"Trabajador por cuenta ajena como analista político en la Fundación Dechano, solicitado el cese con efectos del 16 de agosto de 2023, renunciando a las retribuciones del Congreso de los Diputados hasta ese día.",,,,,,,deputy_000345_interests_registro_intereses_diputado_345.pdf
000345,Hernández Quero,Carlos,Málaga,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"Colaboración esporádica en medios de comunicación, editoriales e institutos de formación, con retribución ocasional.",,deputy_000345_interests_registro_intereses_diputado_345.pdf
000346,Núñez Feijóo,Alberto,Madrid,16 de agosto de 2023,,actividades,0.0,,Cuerpo Superior de la Administración General de la C.A. de Galicia,Cargos públicos,"Funcionario en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000346_interests_registro_intereses_diputado_346.pdf
000346,Núñez Feijóo,Alberto,Madrid,16 de agosto de 2023,,actividades,1.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Presidente del Partido Popular, percibiendo gastos de representación.",,,,,,,deputy_000346_interests_registro_intereses_diputado_346.pdf
000346,Núñez Feijóo,Alberto,Madrid,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 16 de agosto de 2023. 2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000346_interests_registro_intereses_diputado_346.pdf
000347,Varela Pazos,Marta,Madrid,16 de agosto de 2023,,actividades,0.0,,Partido Popular,,"Directora de Gabinete del Presidente del Partido Popular, hasta el 16 de agosto de 2023. Fecha del acuerdo plenario definitivo: 19.12.2023.",,,,,,,deputy_000347_interests_registro_intereses_diputado_347.pdf
000347,Varela Pazos,Marta,Madrid,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000347_interests_registro_intereses_diputado_347.pdf
000348,Nacarino-Brabo Jiménez,Aurora,Madrid,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2 de la LOREG.",,deputy_000348_interests_registro_intereses_diputado_348.pdf
000349,Conde López,Francisco José,Lugo,16 de agosto de 2023,,actividades,0.0,,Parlamento de Galicia,Cargos públicos,Diputado del Parlamento de Galicia hasta el 16 de agosto de 2023.,,,,,,,deputy_000349_interests_registro_intereses_diputado_349.pdf
000349,Conde López,Francisco José,Lugo,16 de agosto de 2023,,actividades,1.0,,Partido Popular de Lugo,Cargos en partidos ó grupos parlamentarios,"Vicepresidente del Partido Popular de Lugo, sin retribución.",,,,,,,deputy_000349_interests_registro_intereses_diputado_349.pdf
000349,Conde López,Francisco José,Lugo,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 16 de agosto de 2023. 2. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. 3. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000349_interests_registro_intereses_diputado_349.pdf
000350,Hispán Iglesias de Ussel,Pablo,Granada,16 de agosto de 2023,,actividades,0.0,,Universidad de San Pablo CEU,,Ponencia retribuida,,,,,,,deputy_000350_interests_registro_intereses_diputado_350.pdf
000350,Hispán Iglesias de Ussel,Pablo,Granada,16 de agosto de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.

2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000350_interests_registro_intereses_diputado_350.pdf
000351,Guardiola Salmerón,Mirían,Murcia,18 de septiembre de 2023,,actividades,0.0,desde el 15.09.2023,Asamblea Regional de Murcia,,"Diputada Asamblea Regional de Murcia, en situación de renuncia",,,,,,,deputy_000351_interests_registro_intereses_diputado_351.pdf
000351,Guardiola Salmerón,Mirían,Murcia,18 de septiembre de 2023,,actividades,1.0,,Partido Popular de la Región de Murcia,,"Portavoz del Partido Popular de la Región de Murcia, sin retribución, ni dietas por asistencia ni indemnizaciones",,,,,,,deputy_000351_interests_registro_intereses_diputado_351.pdf
000352,Conesa Coma,Ignasi,Barcelona,19 de septiembre de 2023,,actividades,0.0,18.09.2023,Ayuntamiento de Barcelona,Público,"Gerente Distrito de Sants-Montjuïc, en situación de renuncia",,,,,,,deputy_000352_interests_registro_intereses_diputado_352.pdf
000352,Conesa Coma,Ignasi,Barcelona,19 de septiembre de 2023,,actividades,1.0,23.06.2023,Ayuntamiento de Barcelona,Público,"Personal Laboral en el Ayuntamiento de Barcelona, en situación de excedencia forzosa, percibiendo el correspondiente complemento por antigüedad",,,,,,,deputy_000352_interests_registro_intereses_diputado_352.pdf
000352,Conesa Coma,Ignasi,Barcelona,19 de septiembre de 2023,,actividades,2.0,22.01.2024,Ayuntamiento de Barcelona,Público,"Nombramiento de Funcionario de carrera del Ayuntamiento de Barcelona, Técnico Superior en Gestión subgrupo A1, en situación de servicios especiales",,,,,,,deputy_000352_interests_registro_intereses_diputado_352.pdf
000352,Conesa Coma,Ignasi,Barcelona,19 de septiembre de 2023,,actividades,3.0,,PSC Sants-Montjuïc,Político,"Primer Secretario PSC Sants-Montjuïc sin remuneración, sin dietas ni indemnizaciones",,,,,,,deputy_000352_interests_registro_intereses_diputado_352.pdf
000352,Conesa Coma,Ignasi,Barcelona,19 de septiembre de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 19 de septiembre de 2023
2. Declaración de Actividades, de 19 de diciembre de 2023
3. Declaración de Actividades, de 25 de enero de 2024",,deputy_000352_interests_registro_intereses_diputado_352.pdf
000353,Losada Fernández,José,Sevilla,28 de noviembre de 2023,,actividades,0.0,,Consejería de Desarrollo Educativo de la Junta de Andalucía,Educación,"Maestro funcionario en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad desde el 28.11.2023.",,,,,,,deputy_000353_interests_registro_intereses_diputado_353.pdf
000353,Losada Fernández,José,Sevilla,28 de noviembre de 2023,,actividades,1.0,,Ejecutiva Provincial PSOE Sevilla,Política,"Coordinador del Área de Medio Ambiente, Cambio Climático y Transición Ecológica, sin ningún tipo de remuneración.",,,,,,,deputy_000353_interests_registro_intereses_diputado_353.pdf
000353,Losada Fernández,José,Sevilla,28 de noviembre de 2023,,actividades,2.0,,Explotación agrícola familiar,Agricultura,"Explotación agrícola familiar, sin ningún tipo de prestación de Servicios a la Administración Pública, percibiendo subvención reglada de la PAC.",,,,,,,deputy_000353_interests_registro_intereses_diputado_353.pdf
000354,Lorenzo Cazorla,Juan Antonio,Almería,28 de noviembre de 2023,,actividades,0.0,2022-2023,Parlamento de Andalucía,,Renuncia a la condición de parlamentario del Parlamento de Andalucía 2022-2023 con fecha 27 de noviembre de 2023.,,,,,,19.12.2023,deputy_000354_interests_registro_intereses_diputado_354.pdf
000354,Lorenzo Cazorla,Juan Antonio,Almería,28 de noviembre de 2023,,actividades,1.0,,PSOE Almería,,"Secretario General PSOE Almería, sin retribución.",,,,,,19.12.2023,deputy_000354_interests_registro_intereses_diputado_354.pdf
000354,Lorenzo Cazorla,Juan Antonio,Almería,28 de noviembre de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 28 de noviembre de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",19.12.2023,deputy_000354_interests_registro_intereses_diputado_354.pdf
000355,Rodríguez Palacios,Javier,Madrid,5 de diciembre de 2023,,actividades,0.0,,Ayuntamiento de Alcalá de Henares,Cargos públicos,"Concejal portavoz del Grupo Municipal Socialista en el Ayuntamiento de Alcalá de Henares en régimen de dedicación exclusiva hasta el 4 de diciembre de 2023 en el que pasa a régimen de asistencia a plenos y órganos colegiados, sin percibir ningún tipo de remuneración, salvo dietas correspondientes por la asistencia a los órganos colegiados a los que pertenece.",,,,,,,deputy_000355_interests_registro_intereses_diputado_355.pdf
000357,Gutiérrez Santiago,Víctor,Madrid,5 de diciembre de 2023,,actividades,0.0,Fecha del acuerdo plenario definitivo: 19.12.2023,PSOE,Cargos en partidos ó grupos parlamentarios,Secretario de Políticas LGTBI de la Comisión Ejecutiva Federal del PSOE (sin remuneración desde el 5 de diciembre de 2023).,,,,,,,deputy_000357_interests_registro_intereses_diputado_357.pdf
000358,Soldevilla Novials,Alba,Barcelona,12 de diciembre de 2023,,actividades,0.0,,"Secretaría de Economía, Trabajo y Formación Profesional del PSC",,"Fecha del acuerdo plenario definitivo: 19.12.2023 de Terrassa, sin remuneración.",,,,,,,deputy_000358_interests_registro_intereses_diputado_358.pdf
000358,Soldevilla Novials,Alba,Barcelona,12 de diciembre de 2023,,actividades,1.0,desde el 11 de diciembre de 2023,"Grifols, S.A.","prestación de servicios de administración, gestión y control de empresas y negocios",en situación de excedencia forzosa por cargo público.,,,,,,,deputy_000358_interests_registro_intereses_diputado_358.pdf
000359,Rodríguez Suárez,Esther,S/C Tenerife,12 de diciembre de 2023,,actividades,0.0,,Ilustre Ayuntamiento de San Sebastián de la Gomera,Trabajadora Social,"personal laboral fijo, en situación de excedencia forzosa por cargo público desde el 11.12.2023",,,,,,12 de diciembre de 2023,deputy_000359_interests_registro_intereses_diputado_359.pdf
000359,Rodríguez Suárez,Esther,S/C Tenerife,12 de diciembre de 2023,,otros_intereses,0.0,,,,,,,,,"Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cualidades de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",12 de diciembre de 2023,deputy_000359_interests_registro_intereses_diputado_359.pdf
000361,Moreno Fernández,Mª Isabel,Diputada por Cádiz,12 de diciembre de 2023,,actividades,0.0,,Alcaldesa de El Gastor (Cádiz),,sin percibir remuneración alguna. Fecha del acuerdo plenario definitivo: 19.12.2023,,,,,,,deputy_000361_interests_registro_intereses_diputado_361.pdf
000361,Moreno Fernández,Mª Isabel,Diputada por Cádiz,12 de diciembre de 2023,,actividades,1.0,,Consejería de Educación la Junta de Andalucía,,"Funcionaria de carrera del grupo A1 de Profesores de Secundaria, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000361_interests_registro_intereses_diputado_361.pdf
000361,Moreno Fernández,Mª Isabel,Diputada por Cádiz,12 de diciembre de 2023,,actividades,2.0,,Comisión Ejecutiva Provincial del PSOE en Cádiz,,"Secretaria de Sostenibilidad y Medio Natural, sin percibir remuneración alguna. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000361_interests_registro_intereses_diputado_361.pdf
000362,Ruiz de Diego,Víctor Javier,Zaragoza,12 de diciembre de 2023,,actividades,0.0,,PSOE Calatayud,Cargos en partidos ó grupos parlamentarios,"Secretario General PSOE Calatayud, sin remuneración alguna. Fecha del acuerdo plenario definitivo: 19.12.2023",,,,,,,deputy_000362_interests_registro_intereses_diputado_362.pdf
000363,Mayoral de Lamo,Alberto,Córdoba,12 de diciembre de 2023,,actividades,0.0,,PSOE Córdoba,Cargos en partidos ó grupos parlamentarios,"Vicesecretario General PSOE Córdoba, sin remuneración",,,,,,,deputy_000363_interests_registro_intereses_diputado_363.pdf
000363,Mayoral de Lamo,Alberto,Córdoba,12 de diciembre de 2023,,actividades,1.0,hasta el 11 de diciembre de 2023,Grupo Parlamentario Socialista en el Congreso de los Diputados,Actividades privadas autorizadas,Asistente del Grupo Parlamentario Socialista en el Congreso de los Diputados,,,,,,,deputy_000363_interests_registro_intereses_diputado_363.pdf
000363,Mayoral de Lamo,Alberto,Córdoba,12 de diciembre de 2023,,otros_intereses,0.0,,,,,,,,,"1. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG.
2. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000363_interests_registro_intereses_diputado_363.pdf
000364,Camino Miñana,Víctor,Valencia/València,12 de diciembre de 2023,,actividades,0.0,,Partido Socialista Obrero Español,,Prestador de servicios en el Partido Socialista Obrero Español como Comisión Ejecutiva Federal con categoría nivel IIB hasta el 11 de diciembre de 2023.,,,,,,,deputy_000364_interests_registro_intereses_diputado_364.pdf
000365,López Zamora,Cristina,Ciudad Real,12 de diciembre de 2023,,actividades,0.0,,Junta de Castilla-La Mancha,,"Delegada provincial de Desarrollo Sostenible en Ciudad Real, en situación de renuncia desde el 11.12.2023.",,,,,,,deputy_000365_interests_registro_intereses_diputado_365.pdf
000365,López Zamora,Cristina,Ciudad Real,12 de diciembre de 2023,,actividades,1.0,,Portavoz de la Ejecutiva Provincial PSOE Ciudad Real,,sin remuneración.,,,,,,,deputy_000365_interests_registro_intereses_diputado_365.pdf
000366,Mayoral Pérez,Jesús,Toledo,19 de diciembre de 2023,,otros_intereses,0.0,,,,,,,,,"1. Declaración de Actividades, de 19 de diciembre de 2023. La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2",,deputy_000366_interests_registro_intereses_diputado_366.pdf
000367,Almodóvar Sánchez,Emilia,Cáceres,19 de diciembre de 2023,,actividades,0.0,,Junta de Extremadura,Funcionario interino,"Grupo A2, titulado grado medio Trabajo Social, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad.",,,,,,,deputy_000367_interests_registro_intereses_diputado_367.pdf
000368,Torres Tejada,María,Jaén,9 de enero de 2024,,actividades,0.0,desde junio de 2023,Ayuntamiento de Bailén (Jaén),Cargos públicos,"Primera Teniente de Alcalde y concejal de Urbanismo, personal, formación, empleo y comunicación, sin dedicación exclusiva, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000368_interests_registro_intereses_diputado_368.pdf
000368,Torres Tejada,María,Jaén,9 de enero de 2024,,actividades,1.0,,Partido Popular de Bailén,Cargos en partidos o grupos parlamentarios,"Secretaría General del Partido Popular de Bailén, sin retribución.",,,,,,,deputy_000368_interests_registro_intereses_diputado_368.pdf
000368,Torres Tejada,María,Jaén,9 de enero de 2024,,actividades,2.0,,Partido Popular de Jaén,Cargos en partidos o grupos parlamentarios,Portavoz Adjunta en el Partido Popular de Jaén.,,,,,,,deputy_000368_interests_registro_intereses_diputado_368.pdf
000368,Torres Tejada,María,Jaén,9 de enero de 2024,,actividades,3.0,,Partido Popular,Cargos en partidos o grupos parlamentarios,Miembro del Comité de Dirección del Partido Popular.,,,,,,,deputy_000368_interests_registro_intereses_diputado_368.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,0.0,,Ajuntament de Centelles,Cargos públicos,"Alcalde de Centelles (Barcelona), renunciando a prestación de la económica de 8 de enero de 2024, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,1.0,,Fundació Osona Formació i Desenvolupament,Cargos públicos,"Patrono, sin remuneración.",,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,2.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Residencia Sant Gabriel de Centelles (Barcelona),Cargos públicos,"Presidente, sin percibir prestación económica.",,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,3.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Ajuntament de Centelles,Cargos públicos,Junta General (Pleno del Ayuntamiento) empresas mercantiles.,,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,4.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Representante de entidades y asociaciones municipales,Cargos públicos,,,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,5.0,Fecha del acuerdo plenario definitivo: 21.03.2024,PSC OSONA (FED. XIII),Cargos en partidos ó grupos parlamentarios,"Secretario de organización, sin remuneración.",,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000369,Paré Aregall,Josep,Barcelona,9 de enero de 2024,,actividades,6.0,Excedencia forzosa con fecha 8 de enero de 2024,Urbaser S.A.,Actividades privadas autorizadas,Instalación de autoconsumo solar de una potencia de 5KW.,,,,,,,deputy_000369_interests_registro_intereses_diputado_369.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,0.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Ayuntamiento de la Almunia de Doña Godina,Cargos públicos,"Concejala, sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,1.0,Fecha del acuerdo plenario definitivo: 21.03.2024,INSS,Prestaciones de derechos pasivos,Pensión de viudedad del INSS a la que renuncia con fecha de la toma de posesión en el Congreso.,,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,2.0,Fecha del acuerdo plenario definitivo: 21.03.2024,INSS,Prestaciones de derechos pasivos,Pensión de viudedad del INSS.,,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,3.0,Fecha del acuerdo plenario definitivo: 21.03.2024,PSOE,Cargos en partidos ó grupos parlamentarios,"Miembro del Comité Federal del PSOE, sin retribución.",,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,4.0,Fecha del acuerdo plenario definitivo: 21.03.2024,PSOE,Cargos en partidos ó grupos parlamentarios,"Secretaria General de la Agrupación Local del PSOE de la Almunia de Doña Godina, sin remuneración.",,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000370,Gracia Blanco,Marta,Zaragoza,16 de enero de 2024,,actividades,5.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Tragsatec (Grupo Tragsa),Actividades privadas autorizadas,"Cese de empleada, puesto de trabajo técnico jurídico el 15 de enero de 2024.",,,,,,,deputy_000370_interests_registro_intereses_diputado_370.pdf
000371,Aguirre Gil de Biedma,Rocío,Madrid,16 de enero de 2024,,otros_intereses,0.0,,,,,,,,,"La autorización de esta actividad se realiza con la cautela de que no suponga el desempeño de otro puesto público o privado o incurra en algunas de las actividades prohibidas del artículo 159.2 LOREG. Las actividades privadas se autorizan en la medida en que no incurran en los supuestos del artículo 159.2 de la LOREG, con las cautelas de no invocar la condición de parlamentario, no menoscabar la dedicación parlamentaria, y no incurrir en actividades prohibidas del artículo 159.2.",,deputy_000371_interests_registro_intereses_diputado_371.pdf
000372,López Tagliafico,Candela,Barcelona,30 de enero de 2024,,actividades,0.0,,Diputación Provincial de Barcelona,Cargos públicos,"Diputada y Vicepresidenta Tercera en la Diputación Provincial de Barcelona, percibiendo retribución como Vicepresidenta Tercera.",,,,,,,deputy_000372_interests_registro_intereses_diputado_372.pdf
000372,López Tagliafico,Candela,Barcelona,30 de enero de 2024,,actividades,1.0,,Ayuntamiento de Castelldefels,Cargos públicos,"Concejal en el Ayuntamiento de Castelldefels (Barcelona), sin percibir ningún tipo de remuneración, salvo indemnización por asistencia a órganos de la Corporación.",,,,,,,deputy_000372_interests_registro_intereses_diputado_372.pdf
000372,López Tagliafico,Candela,Barcelona,30 de enero de 2024,,actividades,2.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Grupo Municipal Movem en Comú Podem,Cargos en partidos ó grupos parlamentarios,Portavoz,,,,,,,deputy_000372_interests_registro_intereses_diputado_372.pdf
000372,López Tagliafico,Candela,Barcelona,30 de enero de 2024,,actividades,3.0,Fecha del acuerdo plenario definitivo: 21.03.2024,Catalunya en Común,Cargos en partidos ó grupos parlamentarios,"Coordinadora, sin retribución",,,,,,,deputy_000372_interests_registro_intereses_diputado_372.pdf
000373,Núñez Guijarro,José Enrique,Madrid,30 de enero de 2024,,actividades,0.0,29 de enero de 2024,Asamblea de Madrid,Cargos públicos,Diputado en la Asamblea de Madrid con renuncia a tal condición,,,,,,,deputy_000373_interests_registro_intereses_diputado_373.pdf
000373,Núñez Guijarro,José Enrique,Madrid,30 de enero de 2024,,actividades,1.0,29 de enero de 2024,Universidad Complutense de Madrid,Actividades públicas a las que ha renunciado,"Funcionario de la Universidad Complutense de Madrid, en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad",,,,,,,deputy_000373_interests_registro_intereses_diputado_373.pdf
000373,Núñez Guijarro,José Enrique,Madrid,30 de enero de 2024,,actividades,2.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Secretario Ejecutivo de Acción electoral del Partido Popular, sin remuneración",,,,,,,deputy_000373_interests_registro_intereses_diputado_373.pdf
000373,Núñez Guijarro,José Enrique,Madrid,30 de enero de 2024,,actividades,3.0,,Partido Popular,Cargos en partidos ó grupos parlamentarios,"Vocal del Comité ejecutivo nacional del PP, sin remuneración",,,,,,,deputy_000373_interests_registro_intereses_diputado_373.pdf
000373,Núñez Guijarro,José Enrique,Madrid,30 de enero de 2024,,actividades,4.0,julio de 2024,Consejo Social de la Universidad Complutense de Madrid,Actividades privadas autorizadas,"Vocal del Consejo Social de la Universidad Complutense de Madrid por la Asamblea de Madrid, dietas por asistencia",,,,,,,deputy_000373_interests_registro_intereses_diputado_373.pdf
000374,Uriarte Bengoechea,Edurne,Madrid,30 de enero de 2024,,actividades,0.0,,Universidad Rey Juan Carlos,Catedrática de Ciencia Política,"en situación de servicios especiales, percibiendo el correspondiente complemento por antigüedad desde el 29.01.2024.",,,,,,,deputy_000374_interests_registro_intereses_diputado_374.pdf
000374,Uriarte Bengoechea,Edurne,Madrid,30 de enero de 2024,,actividades,1.0,,Partido Popular,Secretaria de área de Formación,sin remuneración.,,,,,,,deputy_000374_interests_registro_intereses_diputado_374.pdf
000374,Uriarte Bengoechea,Edurne,Madrid,30 de enero de 2024,,actividades,2.0,,El Debate,Columnista,,,,,,,,deputy_000374_interests_registro_intereses_diputado_374.pdf
000375,Lago Peñas,Manuel,Coruña (A),6 de febrero de 2024,,actividades,0.0,,Ministerio de Trabajo y Economía Social y Vicepresidencia Segunda,,Cese del cargo de Asesor del Gabinete,,,,,,21.03.2024,deputy_000375_interests_registro_intereses_diputado_375.pdf
000375,Lago Peñas,Manuel,Coruña (A),6 de febrero de 2024,,actividades,1.0,,SUMAR,,"Tesorero de SUMAR, sin retribución",,,,,,21.03.2024,deputy_000375_interests_registro_intereses_diputado_375.pdf
000376,De la Rosa Baena,Olvido,Granada,20 de febrero de 2024,,actividades,0.0,,Agrupación Local del PSOE en Cúllar Vega (Granada),,"Vicesecretaria General de la Agrupación Local del PSOE en Cúllar Vega (Granada), sin retribución ni dietas.",,,,,,,deputy_000376_interests_registro_intereses_diputado_376.pdf
000376,De la Rosa Baena,Olvido,Granada,20 de febrero de 2024,,actividades,1.0,hasta el 19 de febrero de 2024,Fundación El Balcón de Zubia,,"Directora del Centro Residencial de Mayores Fundación el Balcón de Zubia, cuyo objeto social es la atención integral a personas mayores en situación de dependencia. La relación con la administración pública es propiamente administrativa de una residencia con el 85 por ciento de plazas concertadas con la Junta de Andalucía.",,,,,,,deputy_000376_interests_registro_intereses_diputado_376.pdf
